Bus_Delay,Event_Date,Occurred_On,Informed_On,Reaction_Time,Students_Number,School_Year,School_Level,Delay_Reason,Delay_Result,Boro,Route_Number,Bus_Company,Bus_Number,Bus_Run_Type,OPT_Alerted,Schools_Notified,Parents_Notified
23,2018-02-28,06:55:00,06:56:00,0 days 00:01:00.000000000,0,3,2,6,2,4,320,18,823,7,0,1,1
20,2016-04-13,14:03:00,14:03:00,0 days 00:00:00.000000000,0,1,2,4,2,4,469,24,294,9,0,1,1
40,2017-04-21,06:54:00,06:59:00,0 days 00:05:00.000000000,8,2,2,7,2,3,107,36,896,7,0,1,1
23,2018-11-19,07:35:00,07:35:00,0 days 00:00:00.000000000,3,4,2,4,2,2,924,39,597,7,0,1,0
20,2017-04-20,08:00:00,08:14:00,0 days 00:14:00.000000000,7,2,2,4,2,10,941,12,859,7,1,1,0
30,2017-07-24,07:48:00,07:49:00,0 days 00:01:00.000000000,0,3,2,4,2,4,445,40,120,7,0,1,1
30,2017-05-09,13:00:00,13:07:00,0 days 00:07:00.000000000,0,2,2,5,2,7,696,40,264,3,1,1,1
30,2015-09-30,06:10:00,06:13:00,0 days 00:03:00.000000000,0,1,2,4,2,3,110,22,365,1,0,1,0
7,2018-09-05,15:20:00,15:33:00,0 days 00:13:00.000000000,0,4,2,2,2,3,237,9,313,1,0,1,0
23,2018-05-21,07:30:00,07:39:00,0 days 00:09:00.000000000,0,3,2,6,2,4,331,46,452,1,0,1,1
23,2019-02-25,07:40:00,07:46:00,0 days 00:06:00.000000000,2,4,2,4,2,2,764,11,239,7,0,1,1
15,2016-09-13,08:01:00,08:02:00,0 days 00:01:00.000000000,5,2,2,4,2,11,748,31,19,7,0,0,0
45,2017-03-15,06:50:00,07:00:00,0 days 00:10:00.000000000,3,2,2,9,2,3,112,5,352,1,0,1,1
53,2018-12-03,13:43:00,13:43:00,0 days 00:00:00.000000000,0,4,2,4,2,4,411,24,92,9,0,1,1
75,2019-03-28,14:05:00,14:11:00,0 days 00:06:00.000000000,0,4,2,7,2,4,933,16,845,9,0,1,1
5,2017-05-30,07:56:00,07:59:00,0 days 00:03:00.000000000,11,2,1,4,2,2,29,16,796,4,0,1,1
23,2018-03-08,07:44:00,07:45:00,0 days 00:01:00.000000000,3,3,2,4,2,7,560,27,763,7,0,1,1
75,2019-03-28,06:45:00,07:16:00,0 days 00:31:00.000000000,0,4,2,4,2,7,631,29,587,7,0,0,0
23,2018-06-08,06:59:00,07:09:00,0 days 00:10:00.000000000,0,3,2,7,2,7,579,27,510,7,0,1,1
53,2019-01-03,06:29:00,06:31:00,0 days 00:02:00.000000000,0,4,2,7,2,3,95,36,369,7,1,1,1
38,2017-11-15,07:03:00,07:03:00,0 days 00:00:00.000000000,0,3,2,4,2,4,507,24,172,7,0,1,1
38,2017-10-30,07:16:00,07:16:00,0 days 00:00:00.000000000,0,3,2,4,2,4,511,24,144,7,0,1,1
38,2018-09-26,06:02:00,06:05:00,0 days 00:03:00.000000000,0,4,2,4,2,3,281,42,73,7,1,1,1
45,2016-04-22,06:30:00,06:43:00,0 days 00:13:00.000000000,0,1,2,10,2,3,98,36,899,7,0,1,1
53,2018-05-16,06:07:00,06:08:00,0 days 00:01:00.000000000,0,3,2,4,2,8,735,42,126,7,1,1,1
30,2017-06-20,14:11:00,14:12:00,0 days 00:01:00.000000000,0,2,2,4,2,4,376,24,141,9,0,1,1
23,2018-03-13,07:41:00,07:42:00,0 days 00:01:00.000000000,5,3,2,4,2,3,244,7,282,7,1,1,1
25,2015-11-17,07:00:00,07:08:00,0 days 00:08:00.000000000,2,1,2,7,2,3,80,36,885,7,0,1,1
20,2016-11-07,07:51:00,07:52:00,0 days 00:01:00.000000000,10,2,2,4,2,4,391,24,163,7,0,1,1
23,2017-12-07,08:03:00,08:05:00,0 days 00:02:00.000000000,6,3,1,4,2,2,544,12,406,4,0,0,0
25,2015-11-30,07:19:00,07:20:00,0 days 00:01:00.000000000,2,1,2,7,2,2,856,26,768,7,0,1,1
23,2017-12-19,07:58:00,08:00:00,0 days 00:02:00.000000000,4,3,2,4,2,4,422,42,444,7,1,1,1
25,2017-01-19,07:41:00,07:44:00,0 days 00:03:00.000000000,7,2,2,4,2,3,126,36,904,7,0,1,1
20,2016-04-06,07:13:00,07:13:00,0 days 00:00:00.000000000,1,1,1,4,2,2,9,16,500,4,0,1,1
38,2018-11-08,01:10:00,13:11:00,0 days 12:01:00.000000000,1,4,2,4,2,4,513,24,196,9,0,1,1
30,2016-01-04,07:48:00,07:49:00,0 days 00:01:00.000000000,5,1,1,7,2,2,1,16,806,4,0,1,1
38,2018-04-09,06:58:00,06:59:00,0 days 00:01:00.000000000,0,3,2,4,2,4,453,24,276,7,0,1,1
30,2016-12-05,07:55:00,08:13:00,0 days 00:18:00.000000000,2,2,2,4,2,10,946,40,301,7,0,0,0
53,2018-11-28,06:06:00,06:07:00,0 days 00:01:00.000000000,0,4,2,4,2,4,360,24,39,7,0,1,1
20,2017-06-16,14:31:00,14:33:00,0 days 00:02:00.000000000,0,2,2,4,2,7,615,15,150,9,1,1,1
75,2018-06-01,05:50:00,06:03:00,0 days 00:13:00.000000000,0,3,1,7,2,3,43,23,104,4,1,1,1
15,2016-03-16,07:50:00,07:57:00,0 days 00:07:00.000000000,9,1,2,7,2,3,81,36,911,7,0,1,1
30,2017-03-06,12:45:00,12:47:00,0 days 00:02:00.000000000,1,2,2,7,2,2,883,19,449,9,0,1,1
25,2016-12-19,07:52:00,07:53:00,0 days 00:01:00.000000000,6,2,2,4,2,9,728,42,314,7,1,1,1
75,2018-10-10,07:20:00,07:21:00,0 days 00:01:00.000000000,3,4,1,4,2,2,57,44,103,4,0,1,1
38,2018-10-17,07:34:00,07:35:00,0 days 00:01:00.000000000,2,4,2,4,2,4,339,37,255,7,0,1,0
30,2017-07-11,07:59:00,08:01:00,0 days 00:02:00.000000000,6,3,1,4,2,2,31,16,811,4,0,1,1
30,2017-06-07,08:43:00,08:43:00,0 days 00:00:00.000000000,0,2,2,4,2,4,340,24,134,7,0,1,1
23,2017-09-07,06:42:00,06:43:00,0 days 00:01:00.000000000,0,3,2,4,2,7,628,42,337,7,1,1,1
7,2019-03-19,06:52:00,06:53:00,0 days 00:01:00.000000000,0,4,2,4,2,4,375,19,254,7,0,1,1
12,2016-06-16,06:14:00,06:16:00,0 days 00:02:00.000000000,0,1,2,4,2,2,805,39,691,1,0,1,0
53,2018-01-30,07:15:00,07:16:00,0 days 00:01:00.000000000,5,3,2,4,2,9,729,42,158,7,1,1,1
53,2018-01-22,07:08:00,07:27:00,0 days 00:19:00.000000000,0,3,2,7,2,4,311,18,872,7,0,1,1
30,2016-10-21,07:19:00,07:20:00,0 days 00:01:00.000000000,3,2,2,4,2,3,197,42,554,7,1,1,1
15,2015-09-09,07:08:00,07:15:00,0 days 00:07:00.000000000,3,1,2,4,2,2,836,39,671,7,0,1,0
25,2015-12-14,07:38:00,07:42:00,0 days 00:04:00.000000000,4,1,2,4,2,6,70,42,483,7,1,1,0
7,2018-01-30,07:45:00,07:47:00,0 days 00:02:00.000000000,12,3,1,4,2,2,29,16,803,4,0,0,0
20,2016-05-05,07:46:00,07:46:00,0 days 00:00:00.000000000,2,1,1,4,2,2,10,16,803,4,0,1,1
30,2017-07-17,07:36:00,07:39:00,0 days 00:03:00.000000000,3,3,2,4,2,10,927,40,519,7,1,1,1
53,2018-05-03,06:42:00,06:44:00,0 days 00:02:00.000000000,0,3,2,7,2,3,610,36,889,7,0,0,0
53,2018-05-15,08:05:00,08:06:00,0 days 00:01:00.000000000,5,3,2,4,2,5,536,47,873,7,1,1,1
35,2017-06-14,13:55:00,14:10:00,0 days 00:15:00.000000000,0,2,2,6,2,3,122,36,917,9,0,1,1
53,2019-02-11,07:00:00,07:04:00,0 days 00:04:00.000000000,0,4,2,4,2,4,333,46,441,1,0,1,0
53,2018-10-18,13:52:00,13:52:00,0 days 00:00:00.000000000,0,4,2,4,2,4,417,24,191,9,0,1,1
38,2018-10-15,06:51:00,06:52:00,0 days 00:01:00.000000000,0,4,2,4,2,4,449,24,171,7,0,1,1
53,2019-01-08,06:30:00,06:56:00,0 days 00:26:00.000000000,1,4,1,7,2,3,17,23,682,4,1,1,1
45,2016-07-29,06:58:00,07:00:00,0 days 00:02:00.000000000,0,2,2,4,2,4,439,19,132,7,0,1,1
20,2015-11-17,13:45:00,13:49:00,0 days 00:04:00.000000000,0,1,1,4,2,2,11,16,781,4,0,1,1
38,2018-04-25,14:06:00,14:10:00,0 days 00:04:00.000000000,0,3,2,4,2,10,285,42,921,9,1,1,1
53,2018-06-11,07:35:00,07:36:00,0 days 00:01:00.000000000,0,3,2,4,2,4,349,42,408,7,1,1,1
20,2017-03-31,06:29:00,06:30:00,0 days 00:01:00.000000000,0,2,2,4,2,4,424,24,90,7,0,1,1
25,2016-02-09,06:36:00,06:38:00,0 days 00:02:00.000000000,0,1,2,4,2,9,731,39,78,7,0,1,0
35,2017-03-08,07:55:00,07:56:00,0 days 00:01:00.000000000,4,2,2,4,2,4,434,24,154,7,0,1,1
45,2015-09-18,07:46:00,07:56:00,0 days 00:10:00.000000000,1,1,2,4,2,4,470,15,130,7,1,1,1
30,2017-07-03,07:43:00,07:44:00,0 days 00:01:00.000000000,4,3,2,4,2,4,316,42,34,7,1,1,1
7,2019-01-08,06:29:00,06:30:00,0 days 00:01:00.000000000,5,4,2,4,2,2,797,39,362,1,0,1,0
15,2016-05-17,07:54:00,07:57:00,0 days 00:03:00.000000000,0,1,2,4,2,9,699,39,790,7,0,1,0
15,2016-11-14,06:19:00,06:21:00,0 days 00:02:00.000000000,0,2,2,4,2,2,837,39,207,7,0,1,0
15,2017-06-14,07:00:00,07:03:00,0 days 00:03:00.000000000,3,2,2,4,2,3,187,42,438,7,1,1,1
30,2015-09-17,07:57:00,08:02:00,0 days 00:05:00.000000000,5,1,2,6,2,4,464,15,145,7,1,1,1
15,2015-10-05,06:50:00,07:00:00,0 days 00:10:00.000000000,1,1,2,7,2,2,836,39,671,7,0,1,0
38,2018-02-12,06:45:00,06:46:00,0 days 00:01:00.000000000,0,3,2,7,2,3,113,5,357,1,0,1,1
53,2019-01-15,06:16:00,06:17:00,0 days 00:01:00.000000000,0,4,2,4,2,4,426,24,240,7,0,1,1
38,2019-03-26,13:51:00,13:52:00,0 days 00:01:00.000000000,0,4,2,4,2,4,372,24,236,9,0,1,1
25,2016-11-01,07:54:00,07:56:00,0 days 00:02:00.000000000,1,2,2,4,2,7,604,42,652,7,1,1,1
23,2019-01-18,06:33:00,06:33:00,0 days 00:00:00.000000000,0,4,2,4,2,4,523,24,70,7,0,1,1
23,2017-10-19,08:05:00,08:06:00,0 days 00:01:00.000000000,0,3,2,4,2,9,701,39,753,1,0,1,0
20,2015-10-21,06:26:00,06:26:00,0 days 00:00:00.000000000,1,1,2,4,2,4,433,24,161,7,0,1,1
37,2015-12-02,07:00:00,07:11:00,0 days 00:11:00.000000000,0,1,2,7,2,3,199,9,3,7,0,1,1
23,2018-10-03,14:45:00,14:58:00,0 days 00:13:00.000000000,0,4,2,4,2,3,229,46,378,3,0,1,0
7,2017-12-07,08:07:00,08:08:00,0 days 00:01:00.000000000,0,3,2,4,2,9,716,39,296,1,0,1,0
53,2017-09-13,06:27:00,06:29:00,0 days 00:02:00.000000000,0,3,2,4,2,10,274,42,574,7,1,1,1
30,2017-01-10,13:22:00,13:24:00,0 days 00:02:00.000000000,0,2,2,5,2,3,231,3,385,3,0,1,0
20,2016-03-15,07:38:00,07:40:00,0 days 00:02:00.000000000,5,1,2,4,2,2,887,19,449,7,1,1,1
15,2015-09-25,07:52:00,08:02:00,0 days 00:10:00.000000000,11,1,2,8,2,7,656,43,943,7,0,0,0
7,2018-05-01,07:51:00,07:52:00,0 days 00:01:00.000000000,5,3,2,4,2,2,894,39,929,1,0,0,0
38,2018-06-18,06:21:00,06:22:00,0 days 00:01:00.000000000,0,3,2,4,2,4,387,24,231,7,0,1,1
38,2018-05-16,13:52:00,13:54:00,0 days 00:02:00.000000000,0,3,1,4,2,2,2,16,744,4,0,1,1
38,2019-02-27,07:05:00,07:16:00,0 days 00:11:00.000000000,5,4,1,7,2,2,51,38,115,4,1,1,1
15,2016-07-28,07:52:00,07:55:00,0 days 00:03:00.000000000,11,2,1,4,2,2,15,16,503,4,0,1,1
38,2017-11-14,12:12:00,13:55:00,0 days 01:43:00.000000000,0,3,2,7,2,3,226,9,303,3,0,1,0
53,2017-09-20,07:53:00,07:56:00,0 days 00:03:00.000000000,3,3,2,4,2,4,407,42,69,7,1,1,1
15,2016-04-14,07:54:00,07:57:00,0 days 00:03:00.000000000,4,1,2,4,2,10,279,42,413,7,1,1,1
40,2017-01-06,06:10:00,06:26:00,0 days 00:16:00.000000000,0,2,1,7,2,3,25,32,783,4,1,1,1
38,2018-04-23,07:52:00,07:52:00,0 days 00:00:00.000000000,0,3,2,4,2,4,388,24,183,7,0,1,1
40,2016-07-26,07:07:00,07:08:00,0 days 00:01:00.000000000,1,2,2,4,2,4,455,19,190,7,0,1,1
38,2018-12-20,07:00:00,07:09:00,0 days 00:09:00.000000000,0,4,2,7,2,3,173,9,463,1,0,1,0
38,2019-01-29,07:10:00,07:11:00,0 days 00:01:00.000000000,0,4,2,4,2,4,364,24,201,7,0,1,1
38,2018-03-05,06:33:00,06:34:00,0 days 00:01:00.000000000,0,3,2,4,2,3,152,23,531,7,0,1,1
20,2017-05-03,14:00:00,14:11:00,0 days 00:11:00.000000000,0,2,2,5,2,2,833,50,392,9,1,1,1
30,2016-01-05,15:08:00,15:12:00,0 days 00:04:00.000000000,0,1,2,9,2,7,576,27,221,9,0,1,1
38,2018-09-28,14:09:00,14:09:00,0 days 00:00:00.000000000,0,4,2,4,2,4,431,24,290,9,0,1,1
38,2018-04-25,06:39:00,06:41:00,0 days 00:02:00.000000000,0,3,2,4,2,4,403,24,225,7,0,1,1
53,2017-09-13,05:57:00,05:58:00,0 days 00:01:00.000000000,0,3,2,1,2,10,255,42,421,7,1,1,1
30,2017-06-23,07:37:00,07:40:00,0 days 00:03:00.000000000,10,2,1,4,2,2,29,16,803,4,0,1,1
23,2018-04-23,07:44:00,07:45:00,0 days 00:01:00.000000000,0,3,2,4,2,4,465,42,33,7,1,1,1
23,2018-12-11,16:29:00,16:35:00,0 days 00:06:00.000000000,0,4,2,7,2,11,741,4,824,7,0,1,1
53,2019-02-11,06:30:00,06:33:00,0 days 00:03:00.000000000,0,4,2,6,2,4,327,15,177,7,1,1,1
7,2018-10-15,06:27:00,06:31:00,0 days 00:04:00.000000000,0,4,2,6,2,4,337,46,453,1,0,1,0
20,2016-02-02,06:19:00,06:53:00,0 days 00:34:00.000000000,0,1,2,6,2,3,146,9,419,1,0,1,0
23,2019-04-03,07:10:00,07:19:00,0 days 00:09:00.000000000,1,4,2,4,2,3,93,5,320,7,0,1,1
20,2016-05-03,07:54:00,07:55:00,0 days 00:01:00.000000000,7,1,2,4,2,4,431,24,186,7,0,1,1
15,2016-02-01,18:50:00,06:56:00,-1 days +12:06:00.000000000,0,1,2,4,2,7,627,41,732,1,0,1,0
38,2018-09-14,14:07:00,14:07:00,0 days 00:00:00.000000000,0,4,2,4,2,4,420,24,164,9,0,1,1
25,2017-07-27,07:52:00,07:54:00,0 days 00:02:00.000000000,2,3,2,7,2,2,947,27,169,7,0,1,1
38,2018-11-08,06:40:00,06:45:00,0 days 00:05:00.000000000,0,4,2,4,2,7,607,5,331,7,0,0,0
30,2016-11-29,14:12:00,14:12:00,0 days 00:00:00.000000000,0,2,2,9,2,7,694,41,721,3,0,1,0
17,2017-02-15,08:45:00,09:09:00,0 days 00:24:00.000000000,2,2,1,4,2,2,12,16,819,4,0,0,1
23,2018-10-09,06:47:00,06:47:00,0 days 00:00:00.000000000,0,4,2,6,2,3,156,23,524,7,0,1,1
30,2015-11-05,06:50:00,06:55:00,0 days 00:05:00.000000000,0,1,2,4,2,9,730,7,273,7,0,1,1
38,2019-01-14,06:30:00,07:09:00,0 days 00:39:00.000000000,0,4,2,7,2,3,102,36,484,7,1,1,1
30,2015-09-30,07:00:00,07:17:00,0 days 00:17:00.000000000,4,1,2,7,2,3,101,36,918,7,0,1,1
23,2018-11-27,07:42:00,07:45:00,0 days 00:03:00.000000000,11,4,2,8,2,3,177,10,481,7,0,1,1
25,2017-03-10,07:19:00,07:20:00,0 days 00:01:00.000000000,0,2,2,7,2,3,133,23,527,7,0,1,1
53,2017-10-25,07:49:00,07:51:00,0 days 00:02:00.000000000,0,3,2,4,2,4,354,42,42,7,1,1,1
53,2017-10-30,08:48:00,08:49:00,0 days 00:01:00.000000000,1,3,2,4,2,10,299,42,494,7,1,1,1
7,2019-01-24,07:04:00,07:08:00,0 days 00:04:00.000000000,0,4,2,6,2,2,802,39,674,1,0,0,0
38,2018-11-08,06:30:00,06:46:00,0 days 00:16:00.000000000,0,4,2,7,2,3,83,36,748,7,0,0,0
12,2017-04-04,06:55:00,06:59:00,0 days 00:04:00.000000000,2,2,2,4,2,2,895,39,733,1,0,1,0
15,2015-11-03,16:05:00,16:07:00,0 days 00:02:00.000000000,0,1,2,4,2,6,71,42,40,9,1,1,1
35,2015-11-16,06:30:00,07:13:00,0 days 00:43:00.000000000,0,1,2,4,2,7,655,29,100,7,0,1,0
53,2018-01-05,06:02:00,06:03:00,0 days 00:01:00.000000000,0,3,2,9,2,3,214,41,46,1,0,0,0
23,2017-10-13,07:27:00,07:28:00,0 days 00:01:00.000000000,0,3,2,4,2,7,650,29,59,7,0,1,1
23,2018-11-02,07:35:00,07:43:00,0 days 00:08:00.000000000,3,4,2,4,2,4,478,11,754,7,0,1,1
38,2019-02-12,06:30:00,06:34:00,0 days 00:04:00.000000000,0,4,2,7,2,3,125,22,370,1,0,1,0
38,2018-01-10,06:49:00,06:50:00,0 days 00:01:00.000000000,0,3,2,4,2,4,507,24,172,7,0,1,1
7,2018-05-17,07:34:00,07:39:00,0 days 00:05:00.000000000,6,3,2,4,2,2,769,39,670,7,0,1,0
23,2018-10-29,08:45:00,08:46:00,0 days 00:01:00.000000000,2,4,1,4,2,2,31,16,605,4,0,0,0
60,2017-06-27,06:32:00,06:32:00,0 days 00:00:00.000000000,0,2,2,4,2,4,410,24,242,7,0,1,1
23,2018-09-06,07:30:00,07:46:00,0 days 00:16:00.000000000,10,4,2,4,2,7,644,19,28,7,0,1,1
7,2019-02-15,07:15:00,07:32:00,0 days 00:17:00.000000000,4,4,1,4,2,2,54,12,87,4,0,1,1
53,2019-03-05,06:35:00,06:50:00,0 days 00:15:00.000000000,0,4,2,7,2,3,192,51,151,7,0,1,1
38,2018-09-20,08:05:00,08:07:00,0 days 00:02:00.000000000,10,4,2,4,2,7,658,42,596,7,1,1,1
20,2016-09-19,07:20:00,07:27:00,0 days 00:07:00.000000000,6,2,2,4,2,7,553,19,91,7,0,1,1
40,2016-02-09,07:44:00,07:44:00,0 days 00:00:00.000000000,0,1,2,8,2,3,247,23,591,7,0,1,1
53,2017-11-15,02:42:00,14:43:00,0 days 12:01:00.000000000,0,3,2,4,2,10,260,42,41,7,1,1,1
7,2017-10-20,13:58:00,14:00:00,0 days 00:02:00.000000000,0,3,2,4,2,5,519,50,723,9,1,1,0
23,2017-09-19,08:10:00,08:12:00,0 days 00:02:00.000000000,8,3,1,4,2,3,46,23,478,4,0,1,1
40,2015-10-01,07:50:00,08:00:00,0 days 00:10:00.000000000,0,1,2,3,2,11,751,31,296,7,0,1,0
30,2016-11-10,07:27:00,07:29:00,0 days 00:02:00.000000000,8,2,1,4,2,2,15,16,79,4,0,1,1
38,2018-10-18,08:17:00,08:18:00,0 days 00:01:00.000000000,1,4,2,4,2,10,288,42,258,7,1,1,1
23,2018-06-04,07:03:00,07:07:00,0 days 00:04:00.000000000,4,3,1,4,2,2,50,38,158,4,1,1,1
7,2019-02-15,12:07:00,12:08:00,0 days 00:01:00.000000000,0,4,2,4,2,2,907,39,363,3,0,1,0
30,2015-09-29,07:06:00,07:24:00,0 days 00:18:00.000000000,0,1,2,7,2,3,154,23,531,7,0,0,1
20,2017-02-15,07:49:00,07:49:00,0 days 00:00:00.000000000,5,2,2,4,2,4,318,24,197,7,0,1,1
25,2017-01-09,07:45:00,07:49:00,0 days 00:04:00.000000000,7,2,2,4,2,3,114,5,351,1,0,1,1
60,2016-05-02,06:38:00,06:44:00,0 days 00:06:00.000000000,0,1,2,4,2,3,179,10,262,7,0,1,1
45,2015-12-16,06:34:00,07:19:00,0 days 00:45:00.000000000,0,1,2,6,2,4,350,15,214,7,1,1,1
20,2016-11-23,07:42:00,07:44:00,0 days 00:02:00.000000000,12,2,2,4,2,2,834,50,935,7,1,1,1
75,2018-11-05,15:00:00,15:41:00,0 days 00:41:00.000000000,0,4,2,7,2,10,269,29,767,7,0,1,1
25,2016-12-06,06:57:00,07:04:00,0 days 00:07:00.000000000,3,2,2,4,2,2,789,50,936,7,1,1,1
7,2018-03-19,07:58:00,08:02:00,0 days 00:04:00.000000000,13,3,2,4,2,2,773,50,391,7,1,1,1
20,2016-03-23,17:05:00,17:09:00,0 days 00:04:00.000000000,0,1,2,6,2,2,881,9,512,6,1,1,1
75,2019-01-08,15:44:00,15:46:00,0 days 00:02:00.000000000,0,4,2,10,2,7,696,40,50,3,0,1,1
15,2016-09-08,06:36:00,06:39:00,0 days 00:03:00.000000000,2,2,2,4,2,10,298,42,215,7,1,1,1
38,2018-11-15,07:20:00,07:27:00,0 days 00:07:00.000000000,5,4,2,4,2,2,898,46,474,1,0,1,1
30,2017-03-17,17:20:00,18:05:00,0 days 00:45:00.000000000,1,2,1,7,2,2,545,38,24,4,1,1,1
60,2015-11-19,13:06:00,13:07:00,0 days 00:01:00.000000000,0,1,2,7,2,7,586,18,870,9,0,1,1
17,2016-12-20,07:45:00,07:46:00,0 days 00:01:00.000000000,7,2,2,4,2,4,318,24,197,7,0,1,1
30,2015-10-09,14:00:00,14:22:00,0 days 00:22:00.000000000,0,1,2,7,2,7,666,26,553,9,0,1,1
10,2015-10-01,07:44:00,07:45:00,0 days 00:01:00.000000000,12,1,1,4,2,2,28,16,798,4,0,1,1
23,2018-04-09,07:45:00,07:51:00,0 days 00:06:00.000000000,8,3,2,4,2,3,96,13,360,7,0,1,1
23,2018-09-12,08:27:00,08:28:00,0 days 00:01:00.000000000,1,4,2,4,2,4,315,15,135,7,1,1,1
38,2017-10-02,05:49:00,05:58:00,0 days 00:09:00.000000000,0,3,2,3,2,3,216,41,679,1,0,0,0
75,2019-03-15,08:00:00,08:50:00,0 days 00:50:00.000000000,0,4,2,8,2,7,557,22,692,7,0,1,1
23,2017-10-26,07:31:00,07:32:00,0 days 00:01:00.000000000,3,3,2,4,2,4,437,37,252,7,0,1,0
25,2016-09-06,14:22:00,14:33:00,0 days 00:11:00.000000000,0,2,2,4,2,5,532,27,631,9,0,1,1
15,2016-12-05,06:53:00,06:54:00,0 days 00:01:00.000000000,4,2,2,4,2,2,838,50,728,7,1,1,1
20,2016-05-03,06:46:00,06:47:00,0 days 00:01:00.000000000,2,1,2,4,2,4,393,24,191,7,0,1,1
23,2017-09-28,14:26:00,14:40:00,0 days 00:14:00.000000000,0,3,2,4,2,3,78,36,901,9,0,1,1
38,2018-10-16,05:38:00,05:40:00,0 days 00:02:00.000000000,0,4,2,4,2,10,936,12,849,7,1,1,1
23,2018-05-31,15:13:00,15:16:00,0 days 00:03:00.000000000,0,3,2,4,2,4,394,15,232,9,1,1,1
23,2018-11-05,06:50:00,06:52:00,0 days 00:02:00.000000000,0,4,2,6,2,3,205,9,522,7,0,1,1
23,2018-04-09,07:01:00,07:02:00,0 days 00:01:00.000000000,0,3,2,4,2,9,707,39,766,1,0,1,0
